itemid,valuenum,frequency_rank,token,label,fluid,category,loinc_code
51277,0.1,11,111,RDW,Blood,Hematology,788-0
51277,0.2,11,112,RDW,Blood,Hematology,788-0
51277,0.3,11,113,RDW,Blood,Hematology,788-0
51277,0.4,11,114,RDW,Blood,Hematology,788-0
51277,0.5,11,115,RDW,Blood,Hematology,788-0
51277,0.6,11,116,RDW,Blood,Hematology,788-0
51277,0.7,11,117,RDW,Blood,Hematology,788-0
51277,0.8,11,118,RDW,Blood,Hematology,788-0
51277,0.9,11,119,RDW,Blood,Hematology,788-0
51277,1.0,11,120,RDW,Blood,Hematology,788-0
51277,,11,121,RDW,Blood,Hematology,788-0
50971,0.1,12,122,Potassium,Blood,Chemistry,2823-3
50971,0.2,12,123,Potassium,Blood,Chemistry,2823-3
50971,0.3,12,124,Potassium,Blood,Chemistry,2823-3
50971,0.4,12,125,Potassium,Blood,Chemistry,2823-3
50971,0.5,12,126,Potassium,Blood,Chemistry,2823-3
50971,0.6,12,127,Potassium,Blood,Chemistry,2823-3
50971,0.7,12,128,Potassium,Blood,Chemistry,2823-3
50971,0.8,12,129,Potassium,Blood,Chemistry,2823-3
50971,0.9,12,130,Potassium,Blood,Chemistry,2823-3
50971,1.0,12,131,Potassium,Blood,Chemistry,2823-3
50971,,12,132,Potassium,Blood,Chemistry,2823-3
50983,0.1,13,133,Sodium,Blood,Chemistry,2951-2
50983,0.2,13,134,Sodium,Blood,Chemistry,2951-2
50983,0.3,13,135,Sodium,Blood,Chemistry,2951-2
50983,0.4,13,136,Sodium,Blood,Chemistry,2951-2
50983,0.5,13,137,Sodium,Blood,Chemistry,2951-2
50983,0.6,13,138,Sodium,Blood,Chemistry,2951-2
50983,0.7,13,139,Sodium,Blood,Chemistry,2951-2
50983,0.8,13,140,Sodium,Blood,Chemistry,2951-2
50983,0.9,13,141,Sodium,Blood,Chemistry,2951-2
50983,1.0,13,142,Sodium,Blood,Chemistry,2951-2
50983,,13,143,Sodium,Blood,Chemistry,2951-2
50902,0.1,14,144,Chloride,Blood,Chemistry,2075-0
50902,0.2,14,145,Chloride,Blood,Chemistry,2075-0
50902,0.3,14,146,Chloride,Blood,Chemistry,2075-0
50902,0.4,14,147,Chloride,Blood,Chemistry,2075-0
50902,0.5,14,148,Chloride,Blood,Chemistry,2075-0
50902,0.6,14,149,Chloride,Blood,Chemistry,2075-0
50902,0.7,14,150,Chloride,Blood,Chemistry,2075-0
50902,0.8,14,151,Chloride,Blood,Chemistry,2075-0
50902,0.9,14,152,Chloride,Blood,Chemistry,2075-0
50902,1.0,14,153,Chloride,Blood,Chemistry,2075-0
50902,,14,154,Chloride,Blood,Chemistry,2075-0
50882,0.1,15,155,Bicarbonate,Blood,Chemistry,1963-8
50882,0.2,15,156,Bicarbonate,Blood,Chemistry,1963-8
50882,0.3,15,157,Bicarbonate,Blood,Chemistry,1963-8
50882,0.4,15,158,Bicarbonate,Blood,Chemistry,1963-8
50882,0.5,15,159,Bicarbonate,Blood,Chemistry,1963-8
50882,0.6,15,160,Bicarbonate,Blood,Chemistry,1963-8
50882,0.7,15,161,Bicarbonate,Blood,Chemistry,1963-8
50882,0.8,15,162,Bicarbonate,Blood,Chemistry,1963-8
50882,0.9,15,163,Bicarbonate,Blood,Chemistry,1963-8
50882,1.0,15,164,Bicarbonate,Blood,Chemistry,1963-8
50882,,15,165,Bicarbonate,Blood,Chemistry,1963-8
50868,0.1,16,166,Anion Gap,Blood,Chemistry,1863-0
50868,0.2,16,167,Anion Gap,Blood,Chemistry,1863-0
50868,0.3,16,168,Anion Gap,Blood,Chemistry,1863-0
50868,0.4,16,169,Anion Gap,Blood,Chemistry,1863-0
50868,0.5,16,170,Anion Gap,Blood,Chemistry,1863-0
50868,0.6,16,171,Anion Gap,Blood,Chemistry,1863-0
50868,0.7,16,172,Anion Gap,Blood,Chemistry,1863-0
50868,0.8,16,173,Anion Gap,Blood,Chemistry,1863-0
50868,0.9,16,174,Anion Gap,Blood,Chemistry,1863-0
50868,1.0,16,175,Anion Gap,Blood,Chemistry,1863-0
50868,,16,176,Anion Gap,Blood,Chemistry,1863-0
50931,0.1,17,177,Glucose,Blood,Chemistry,6777-7
50931,0.2,17,178,Glucose,Blood,Chemistry,6777-7
50931,0.3,17,179,Glucose,Blood,Chemistry,6777-7
50931,0.4,17,180,Glucose,Blood,Chemistry,6777-7
50931,0.5,17,181,Glucose,Blood,Chemistry,6777-7
50931,0.6,17,182,Glucose,Blood,Chemistry,6777-7
50931,0.7,17,183,Glucose,Blood,Chemistry,6777-7
50931,0.8,17,184,Glucose,Blood,Chemistry,6777-7
50931,0.9,17,185,Glucose,Blood,Chemistry,6777-7
50931,1.0,17,186,Glucose,Blood,Chemistry,6777-7
50931,,17,187,Glucose,Blood,Chemistry,6777-7
50893,0.1,18,188,"Calcium, Total",Blood,Chemistry,2000-8
50893,0.2,18,189,"Calcium, Total",Blood,Chemistry,2000-8
50893,0.3,18,190,"Calcium, Total",Blood,Chemistry,2000-8
50893,0.4,18,191,"Calcium, Total",Blood,Chemistry,2000-8
50893,0.5,18,192,"Calcium, Total",Blood,Chemistry,2000-8
50893,0.6,18,193,"Calcium, Total",Blood,Chemistry,2000-8
50893,0.7,18,194,"Calcium, Total",Blood,Chemistry,2000-8
50893,0.8,18,195,"Calcium, Total",Blood,Chemistry,2000-8
50893,0.9,18,196,"Calcium, Total",Blood,Chemistry,2000-8
50893,1.0,18,197,"Calcium, Total",Blood,Chemistry,2000-8
50893,,18,198,"Calcium, Total",Blood,Chemistry,2000-8
50960,0.1,19,199,Magnesium,Blood,Chemistry,2601-3
50960,0.2,19,200,Magnesium,Blood,Chemistry,2601-3
50960,0.3,19,201,Magnesium,Blood,Chemistry,2601-3
50960,0.4,19,202,Magnesium,Blood,Chemistry,2601-3
50960,0.5,19,203,Magnesium,Blood,Chemistry,2601-3
50960,0.6,19,204,Magnesium,Blood,Chemistry,2601-3
50960,0.7,19,205,Magnesium,Blood,Chemistry,2601-3
50960,0.8,19,206,Magnesium,Blood,Chemistry,2601-3
50960,0.9,19,207,Magnesium,Blood,Chemistry,2601-3
50960,1.0,19,208,Magnesium,Blood,Chemistry,2601-3
50960,,19,209,Magnesium,Blood,Chemistry,2601-3
50970,0.1,20,210,Phosphate,Blood,Chemistry,2777-1
50970,0.2,20,211,Phosphate,Blood,Chemistry,2777-1
50970,0.3,20,212,Phosphate,Blood,Chemistry,2777-1
50970,0.4,20,213,Phosphate,Blood,Chemistry,2777-1
50970,0.5,20,214,Phosphate,Blood,Chemistry,2777-1
50970,0.6,20,215,Phosphate,Blood,Chemistry,2777-1
50970,0.7,20,216,Phosphate,Blood,Chemistry,2777-1
50970,0.8,20,217,Phosphate,Blood,Chemistry,2777-1
50970,0.9,20,218,Phosphate,Blood,Chemistry,2777-1
50970,1.0,20,219,Phosphate,Blood,Chemistry,2777-1
50970,,20,220,Phosphate,Blood,Chemistry,2777-1
50934,0.1,21,221,H,Blood,Chemistry,
50934,0.2,21,222,H,Blood,Chemistry,
50934,0.3,21,223,H,Blood,Chemistry,
50934,0.4,21,224,H,Blood,Chemistry,
50934,0.5,21,225,H,Blood,Chemistry,
50934,0.6,21,226,H,Blood,Chemistry,
50934,0.7,21,227,H,Blood,Chemistry,
50934,0.8,21,228,H,Blood,Chemistry,
50934,0.9,21,229,H,Blood,Chemistry,
50934,1.0,21,230,H,Blood,Chemistry,
50934,,21,231,H,Blood,Chemistry,
50947,0.1,22,232,I,Blood,Chemistry,
50947,0.2,22,233,I,Blood,Chemistry,
50947,0.3,22,234,I,Blood,Chemistry,
50947,0.4,22,235,I,Blood,Chemistry,
50947,0.5,22,236,I,Blood,Chemistry,
50947,0.6,22,237,I,Blood,Chemistry,
50947,0.7,22,238,I,Blood,Chemistry,
50947,0.8,22,239,I,Blood,Chemistry,
50947,0.9,22,240,I,Blood,Chemistry,
50947,1.0,22,241,I,Blood,Chemistry,
50947,,22,242,I,Blood,Chemistry,
51678,0.1,23,243,L,Blood,Chemistry,
51678,0.2,23,244,L,Blood,Chemistry,
51678,0.3,23,245,L,Blood,Chemistry,
51678,0.4,23,246,L,Blood,Chemistry,
51678,0.5,23,247,L,Blood,Chemistry,
51678,0.6,23,248,L,Blood,Chemistry,
51678,0.7,23,249,L,Blood,Chemistry,
51678,0.8,23,250,L,Blood,Chemistry,
51678,0.9,23,251,L,Blood,Chemistry,
51678,1.0,23,252,L,Blood,Chemistry,
51678,,23,253,L,Blood,Chemistry,
51237,0.1,24,254,INR(PT),Blood,Hematology,5895-7
51237,0.2,24,255,INR(PT),Blood,Hematology,5895-7
51237,0.3,24,256,INR(PT),Blood,Hematology,5895-7
51237,0.4,24,257,INR(PT),Blood,Hematology,5895-7
51237,0.5,24,258,INR(PT),Blood,Hematology,5895-7
51237,0.6,24,259,INR(PT),Blood,Hematology,5895-7
51237,0.7,24,260,INR(PT),Blood,Hematology,5895-7
51237,0.8,24,261,INR(PT),Blood,Hematology,5895-7
51237,0.9,24,262,INR(PT),Blood,Hematology,5895-7
51237,1.0,24,263,INR(PT),Blood,Hematology,5895-7
51237,,24,264,INR(PT),Blood,Hematology,5895-7
51274,0.1,25,265,PT,Blood,Hematology,5902-2
51274,0.2,25,266,PT,Blood,Hematology,5902-2
51274,0.3,25,267,PT,Blood,Hematology,5902-2
51274,0.4,25,268,PT,Blood,Hematology,5902-2
51274,0.5,25,269,PT,Blood,Hematology,5902-2
51274,0.6,25,270,PT,Blood,Hematology,5902-2
51274,0.7,25,271,PT,Blood,Hematology,5902-2
51274,0.8,25,272,PT,Blood,Hematology,5902-2
51274,0.9,25,273,PT,Blood,Hematology,5902-2
51274,1.0,25,274,PT,Blood,Hematology,5902-2
51274,,25,275,PT,Blood,Hematology,5902-2
50920,,26,276,Estimated GFR (MDRD equation),Blood,Chemistry,
50861,0.1,27,277,Alanine Aminotransferase (ALT),Blood,Chemistry,1742-6
50861,0.2,27,278,Alanine Aminotransferase (ALT),Blood,Chemistry,1742-6
50861,0.3,27,279,Alanine Aminotransferase (ALT),Blood,Chemistry,1742-6
50861,0.4,27,280,Alanine Aminotransferase (ALT),Blood,Chemistry,1742-6
50861,0.5,27,281,Alanine Aminotransferase (ALT),Blood,Chemistry,1742-6
50861,0.6,27,282,Alanine Aminotransferase (ALT),Blood,Chemistry,1742-6
50861,0.7,27,283,Alanine Aminotransferase (ALT),Blood,Chemistry,1742-6
50861,0.8,27,284,Alanine Aminotransferase (ALT),Blood,Chemistry,1742-6
50861,0.9,27,285,Alanine Aminotransferase (ALT),Blood,Chemistry,1742-6
50861,1.0,27,286,Alanine Aminotransferase (ALT),Blood,Chemistry,1742-6
50861,,27,287,Alanine Aminotransferase (ALT),Blood,Chemistry,1742-6
52172,0.1,28,288,RDW-SD,Blood,Hematology,
52172,0.2,28,289,RDW-SD,Blood,Hematology,
52172,0.3,28,290,RDW-SD,Blood,Hematology,
52172,0.4,28,291,RDW-SD,Blood,Hematology,
52172,0.5,28,292,RDW-SD,Blood,Hematology,
52172,0.6,28,293,RDW-SD,Blood,Hematology,
52172,0.7,28,294,RDW-SD,Blood,Hematology,
52172,0.8,28,295,RDW-SD,Blood,Hematology,
52172,0.9,28,296,RDW-SD,Blood,Hematology,
52172,1.0,28,297,RDW-SD,Blood,Hematology,
52172,,28,298,RDW-SD,Blood,Hematology,
50878,0.1,29,299,Asparate Aminotransferase (AST),Blood,Chemistry,1920-8
50878,0.2,29,300,Asparate Aminotransferase (AST),Blood,Chemistry,1920-8
50878,0.3,29,301,Asparate Aminotransferase (AST),Blood,Chemistry,1920-8
50878,0.4,29,302,Asparate Aminotransferase (AST),Blood,Chemistry,1920-8
50878,0.5,29,303,Asparate Aminotransferase (AST),Blood,Chemistry,1920-8
50878,0.6,29,304,Asparate Aminotransferase (AST),Blood,Chemistry,1920-8
50878,0.7,29,305,Asparate Aminotransferase (AST),Blood,Chemistry,1920-8
50878,0.8,29,306,Asparate Aminotransferase (AST),Blood,Chemistry,1920-8
50878,0.9,29,307,Asparate Aminotransferase (AST),Blood,Chemistry,1920-8
50878,1.0,29,308,Asparate Aminotransferase (AST),Blood,Chemistry,1920-8
50878,,29,309,Asparate Aminotransferase (AST),Blood,Chemistry,1920-8
51275,0.1,30,310,PTT,Blood,Hematology,5898-2
51275,0.2,30,311,PTT,Blood,Hematology,5898-2
51275,0.3,30,312,PTT,Blood,Hematology,5898-2
51275,0.4,30,313,PTT,Blood,Hematology,5898-2
51275,0.5,30,314,PTT,Blood,Hematology,5898-2
51275,0.6,30,315,PTT,Blood,Hematology,5898-2
51275,0.7,30,316,PTT,Blood,Hematology,5898-2
51275,0.8,30,317,PTT,Blood,Hematology,5898-2
51275,0.9,30,318,PTT,Blood,Hematology,5898-2
51275,1.0,30,319,PTT,Blood,Hematology,5898-2
51275,,30,320,PTT,Blood,Hematology,5898-2
50885,0.1,31,321,"Bilirubin, Total",Blood,Chemistry,1975-2
50885,0.2,31,322,"Bilirubin, Total",Blood,Chemistry,1975-2
50885,0.3,31,323,"Bilirubin, Total",Blood,Chemistry,1975-2
50885,0.4,31,324,"Bilirubin, Total",Blood,Chemistry,1975-2
50885,0.5,31,325,"Bilirubin, Total",Blood,Chemistry,1975-2
50885,0.6,31,326,"Bilirubin, Total",Blood,Chemistry,1975-2
50885,0.7,31,327,"Bilirubin, Total",Blood,Chemistry,1975-2
50885,0.8,31,328,"Bilirubin, Total",Blood,Chemistry,1975-2
50885,0.9,31,329,"Bilirubin, Total",Blood,Chemistry,1975-2
50885,1.0,31,330,"Bilirubin, Total",Blood,Chemistry,1975-2
50885,,31,331,"Bilirubin, Total",Blood,Chemistry,1975-2
51256,0.1,32,332,Neutrophils,Blood,Hematology,761-7
51256,0.2,32,333,Neutrophils,Blood,Hematology,761-7
51256,0.3,32,334,Neutrophils,Blood,Hematology,761-7
51256,0.4,32,335,Neutrophils,Blood,Hematology,761-7
51256,0.5,32,336,Neutrophils,Blood,Hematology,761-7
51256,0.6,32,337,Neutrophils,Blood,Hematology,761-7
51256,0.7,32,338,Neutrophils,Blood,Hematology,761-7
51256,0.8,32,339,Neutrophils,Blood,Hematology,761-7
51256,0.9,32,340,Neutrophils,Blood,Hematology,761-7
51256,1.0,32,341,Neutrophils,Blood,Hematology,761-7
51256,,32,342,Neutrophils,Blood,Hematology,761-7
51244,0.1,33,343,Lymphocytes,Blood,Hematology,731-0
51244,0.2,33,344,Lymphocytes,Blood,Hematology,731-0
51244,0.3,33,345,Lymphocytes,Blood,Hematology,731-0
51244,0.4,33,346,Lymphocytes,Blood,Hematology,731-0
51244,0.5,33,347,Lymphocytes,Blood,Hematology,731-0
51244,0.6,33,348,Lymphocytes,Blood,Hematology,731-0
51244,0.7,33,349,Lymphocytes,Blood,Hematology,731-0
51244,0.8,33,350,Lymphocytes,Blood,Hematology,731-0
51244,0.9,33,351,Lymphocytes,Blood,Hematology,731-0
51244,1.0,33,352,Lymphocytes,Blood,Hematology,731-0
51244,,33,353,Lymphocytes,Blood,Hematology,731-0
51254,0.1,34,354,Monocytes,Blood,Hematology,742-7
51254,0.2,34,355,Monocytes,Blood,Hematology,742-7
51254,0.3,34,356,Monocytes,Blood,Hematology,742-7
51254,0.4,34,357,Monocytes,Blood,Hematology,742-7
51254,0.5,34,358,Monocytes,Blood,Hematology,742-7
51254,0.6,34,359,Monocytes,Blood,Hematology,742-7
51254,0.7,34,360,Monocytes,Blood,Hematology,742-7
51254,0.8,34,361,Monocytes,Blood,Hematology,742-7
51254,0.9,34,362,Monocytes,Blood,Hematology,742-7
51254,1.0,34,363,Monocytes,Blood,Hematology,742-7
51254,,34,364,Monocytes,Blood,Hematology,742-7
51146,0.1,35,365,Basophils,Blood,Hematology,704-7
51146,0.2,35,366,Basophils,Blood,Hematology,704-7
51146,0.3,35,367,Basophils,Blood,Hematology,704-7
51146,0.4,35,368,Basophils,Blood,Hematology,704-7
51146,0.5,35,369,Basophils,Blood,Hematology,704-7
51146,0.6,35,370,Basophils,Blood,Hematology,704-7
51146,0.7,35,371,Basophils,Blood,Hematology,704-7
51146,0.8,35,372,Basophils,Blood,Hematology,704-7
51146,0.9,35,373,Basophils,Blood,Hematology,704-7
51146,1.0,35,374,Basophils,Blood,Hematology,704-7
51146,,35,375,Basophils,Blood,Hematology,704-7
51200,0.1,36,376,Eosinophils,Blood,Hematology,711-2
51200,0.2,36,377,Eosinophils,Blood,Hematology,711-2
51200,0.3,36,378,Eosinophils,Blood,Hematology,711-2
51200,0.4,36,379,Eosinophils,Blood,Hematology,711-2
51200,0.5,36,380,Eosinophils,Blood,Hematology,711-2
51200,0.6,36,381,Eosinophils,Blood,Hematology,711-2
51200,0.7,36,382,Eosinophils,Blood,Hematology,711-2
51200,0.8,36,383,Eosinophils,Blood,Hematology,711-2
51200,0.9,36,384,Eosinophils,Blood,Hematology,711-2
51200,1.0,36,385,Eosinophils,Blood,Hematology,711-2
51200,,36,386,Eosinophils,Blood,Hematology,711-2
50863,0.1,37,387,Alkaline Phosphatase,Blood,Chemistry,6768-6
50863,0.2,37,388,Alkaline Phosphatase,Blood,Chemistry,6768-6
50863,0.3,37,389,Alkaline Phosphatase,Blood,Chemistry,6768-6
50863,0.4,37,390,Alkaline Phosphatase,Blood,Chemistry,6768-6
50863,0.5,37,391,Alkaline Phosphatase,Blood,Chemistry,6768-6
50863,0.6,37,392,Alkaline Phosphatase,Blood,Chemistry,6768-6
50863,0.7,37,393,Alkaline Phosphatase,Blood,Chemistry,6768-6
50863,0.8,37,394,Alkaline Phosphatase,Blood,Chemistry,6768-6
50863,0.9,37,395,Alkaline Phosphatase,Blood,Chemistry,6768-6
50863,1.0,37,396,Alkaline Phosphatase,Blood,Chemistry,6768-6
50863,,37,397,Alkaline Phosphatase,Blood,Chemistry,6768-6
50862,0.1,38,398,Albumin,Blood,Chemistry,1751-7
50862,0.2,38,399,Albumin,Blood,Chemistry,1751-7
50862,0.3,38,400,Albumin,Blood,Chemistry,1751-7
50862,0.4,38,401,Albumin,Blood,Chemistry,1751-7
50862,0.5,38,402,Albumin,Blood,Chemistry,1751-7
50862,0.6,38,403,Albumin,Blood,Chemistry,1751-7
50862,0.7,38,404,Albumin,Blood,Chemistry,1751-7
50862,0.8,38,405,Albumin,Blood,Chemistry,1751-7
50862,0.9,38,406,Albumin,Blood,Chemistry,1751-7
50862,1.0,38,407,Albumin,Blood,Chemistry,1751-7
50862,,38,408,Albumin,Blood,Chemistry,1751-7
51498,0.1,39,409,Specific Gravity,Urine,Hematology,5811-5
51498,0.2,39,410,Specific Gravity,Urine,Hematology,5811-5
51498,0.3,39,411,Specific Gravity,Urine,Hematology,5811-5
51498,0.4,39,412,Specific Gravity,Urine,Hematology,5811-5
51498,0.5,39,413,Specific Gravity,Urine,Hematology,5811-5
51498,0.6,39,414,Specific Gravity,Urine,Hematology,5811-5
51498,0.7,39,415,Specific Gravity,Urine,Hematology,5811-5
51498,0.8,39,416,Specific Gravity,Urine,Hematology,5811-5
51498,0.9,39,417,Specific Gravity,Urine,Hematology,5811-5
51498,1.0,39,418,Specific Gravity,Urine,Hematology,5811-5
51498,,39,419,Specific Gravity,Urine,Hematology,5811-5
51506,,40,420,Urine Appearance,Urine,Hematology,5767-9
51491,0.1,41,421,pH,Urine,Hematology,5803-2
51491,0.2,41,422,pH,Urine,Hematology,5803-2
51491,0.3,41,423,pH,Urine,Hematology,5803-2
51491,0.4,41,424,pH,Urine,Hematology,5803-2
51491,0.5,41,425,pH,Urine,Hematology,5803-2
51491,0.6,41,426,pH,Urine,Hematology,5803-2
51491,0.7,41,427,pH,Urine,Hematology,5803-2
51491,0.8,41,428,pH,Urine,Hematology,5803-2
51491,0.9,41,429,pH,Urine,Hematology,5803-2
51491,1.0,41,430,pH,Urine,Hematology,5803-2
51491,,41,431,pH,Urine,Hematology,5803-2
51484,0.1,42,432,Ketone,Urine,Hematology,5797-6
51484,0.2,42,433,Ketone,Urine,Hematology,5797-6
51484,0.3,42,434,Ketone,Urine,Hematology,5797-6
51484,0.4,42,435,Ketone,Urine,Hematology,5797-6
51484,0.5,42,436,Ketone,Urine,Hematology,5797-6
51484,0.6,42,437,Ketone,Urine,Hematology,5797-6
51484,0.7,42,438,Ketone,Urine,Hematology,5797-6
51484,0.8,42,439,Ketone,Urine,Hematology,5797-6
51484,0.9,42,440,Ketone,Urine,Hematology,5797-6
51484,1.0,42,441,Ketone,Urine,Hematology,5797-6
51484,,42,442,Ketone,Urine,Hematology,5797-6
51464,,43,443,Bilirubin,Urine,Hematology,5770-3
51492,0.1,44,444,Protein,Urine,Hematology,5804-0
51492,0.2,44,445,Protein,Urine,Hematology,5804-0
51492,0.3,44,446,Protein,Urine,Hematology,5804-0
51492,0.4,44,447,Protein,Urine,Hematology,5804-0
51492,0.5,44,448,Protein,Urine,Hematology,5804-0
51492,0.6,44,449,Protein,Urine,Hematology,5804-0
